,longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,land_surface,livable_surface,energy_consumption,number_of_bedrooms,number_of_bathrooms,elevator,garden,terrace,furnished,availability,province,street,street_number,garage,balcony
vbe34555,4.3922809,50.8486064,Rent,1200,Appartment,Flat,47446,1030,,Excellent,,55.0,,1.0,1.0,,,,True,,Brussels,Rue Rasson,43.0,,
vwd17817,4.3614414,50.8662031,Rent,1000,Appartment,Flat,0,1030,1948.0,Normal,,85.0,,2.0,1.0,,,,,,Brussels,Rue gaucheret,151.0,,
vbe34573,4.3870371,50.8081352,Rent,1850,Appartment,Flat,27880,1050,,Normal,,140.0,,2.0,1.0,True,,8.0,False,Immediately,Brussels,Avenue du Pesage,79.0,,
vbe34548,4.3515499,50.8427501,Rent,1650,Appartment,Flat,40044,1000,1915.0,,,78.0,,2.0,1.0,True,,,True,From 19/06/2026,Brussels,,,,
vbe34433,4.39122,50.79791,Rent,1650,Appartment,Flat,33267,1180,1979.0,Excellent,,106.0,,2.0,2.0,True,,40.0,,Immediately,Brussels,AVENUE DE LA COLOMBIE,12.0,,
vbe34527,4.3623051,50.8257621,Rent,2350,Appartment,Flat,37194,1050,1898.0,Excellent,,146.0,,3.0,1.0,False,,25.0,False,,Brussels,Rue du Chatelain,37.0,,
vbe34472,4.3333333,50.8,Rent,3500,Appartment,Flat,39905,1180,1946.0,Excellent,,295.0,64908.0,4.0,2.0,True,,10.0,False,,Brussels,,,,
vbe34389,4.33125015,50.86537365,Rent,1650,Appartment,Flat,40282,1081,,Normal,,77.0,,3.0,2.0,False,,2.0,True,Immediately,Brussels,Rue des Archers,45.0,,
vbe34544,4.3166667,50.8,Rent,1250,Appartment,Flat,39482,1190,,,,80.0,,2.0,1.0,,,,,From 01/05/2026,Brussels,,,,
vbe34404,4.39739392,50.8681025,Rent,1100,Appartment,Flat,27443,1140,,Normal,,68.0,,1.0,1.0,False,35.0,,False,Immediately,Brussels,Rue Auguste De Boeck,22.0,,
vbe34343,4.4149941,50.8419251,Rent,770,Appartment,FlatStudio,44711,1200,,,,30.0,56803.0,1.0,1.0,False,80.0,4.0,True,,Brussels,Avenue Victor Gilsoul,96.0,,
vbe34274,4.34811,50.87551,Rent,1300,Appartment,Flat,38566,1020,,Excellent,,113.0,,2.0,2.0,False,,,False,Immediately,Brussels,,,,
vbe34293,4.3838093,50.879557,Rent,2200,Appartment,Duplex,44165,1030,2025.0,New,,132.0,,3.0,1.0,True,18.0,,False,,Brussels,Avenue Georges Rodenbach,61.0,,
vbe34313,4.4278114,50.8448895,Rent,1375,Appartment,GroundFloor,27612,1200,1991.0,Excellent,,81.0,,2.0,1.0,False,,58.0,True,,Brussels,Rue Solleveld,65.0,,
vbe34295,4.3841061,50.8791901,Rent,1400,Appartment,GroundFloor,44165,1030,2025.0,,,81.0,,2.0,,True,18.0,,False,Immediately,Brussels,Rue Auguste Snieders,23.0,,
vbe34230,4.3402184,50.8301436,Rent,2100,Appartment,Flat,39602,1060,,,,177.0,,3.0,,,,5.0,,From 01/07/2026,Brussels,,,1.0,
vbe34340,4.3637756,50.8219896,Rent,1250,Appartment,Flat,40457,1050,,Fully renovated,,65.0,,1.0,1.0,True,,7.0,True,Immediately,Brussels,Place Albert Leemans,14.0,,
vbe34270,4.3008967,50.8740942,Rent,3300,House,House,47606,1083,2001.0,New,245.0,225.0,150.0,4.0,2.0,False,20.0,12.0,True,Immediately,Brussels,Venelle Vivaldi,20.0,1.0,
vbe34304,4.317054,50.8001236,Rent,1100,Appartment,Duplex,46669,1190,1940.0,Normal,,90.0,,2.0,1.0,False,,,False,Immediately,Brussels,Chaussée de Ruisbroek,7.0,,
rbw19209,4.3333333,50.8,Rent,3000,House,House,49237,1180,2021.0,Excellent,,262.0,72.0,5.0,3.0,False,80.0,15.0,False,Immediately,Brussels,,,,
vbe34250,4.3859443,50.8151995,Rent,1470,Appartment,GroundFloor,44165,1050,1957.0,Normal,,88.0,,2.0,1.0,True,66.0,,False,,Brussels,Square des Latins,26.0,1.0,
vbe34255,4.3688597,50.8103675,Rent,650,Appartment,Flat,27452,1180,,,,25.0,,,,,,,,From 01/08/2026,Brussels,chaussée de Waterloo,825.0,,
vbe34314,4.3825991,50.8934816,Rent,1000,Appartment,Flat,38398,1120,,Normal,,65.0,22157.0,1.0,1.0,True,,,False,Immediately,Brussels,Rue de Heembeek,250.0,,
vbe34254,4.4315109,50.849491,Rent,1200,Appartment,Flat,27452,1200,,,,70.0,,2.0,1.0,,,,,From 15/09/2026,Brussels,rue Théodore De Cuyper,9.0,,
vbe34294,4.3839305,50.8795423,Rent,950,Appartment,FlatStudio,44165,1030,2025.0,New,,45.0,,0.0,,True,,7.0,False,,Brussels,Avenue Georges Rodenbach,65.0,,
vbe34251,4.3838093,50.879557,Rent,1995,House,House,44165,1030,2025.0,New,94.0,130.0,,3.0,1.0,False,,12.0,False,,Brussels,Avenue Georges Rodenbach,61.0,,
vbe34323,4.39883638,50.8770805,Rent,1400,Appartment,Flat,39815,1140,,Normal,,65.0,,1.0,1.0,False,,2.0,True,Immediately,Brussels,Rue François Van Assche,16.0,,
vbe34316,4.423892,50.842365,Rent,1650,Appartment,Flat,43157,1200,2014.0,New,,107.0,6941.0,2.0,1.0,True,,,False,,Brussels,,,,
vbe34273,4.3478556,50.8378171,Rent,975,Appartment,Triplex,42991,1000,,,,85.0,,2.0,1.0,False,40.0,,False,Immediately,Brussels,Rue des Capucins,35.0,,
rbw19183,4.40046,50.83114,Rent,1075,Appartment,Flat,31323,1040,,Normal,,80.0,,2.0,1.0,False,,,False,Immediately,Brussels,Pervijzestraat,44.0,,
vbe34321,4.3333333,50.8,Rent,1900,Appartment,Flat,39905,1180,2025.0,New,,98.0,3450.0,2.0,1.0,True,,8.0,False,Immediately,Brussels,,,1.0,
vbe34007,4.3515499,50.8427501,Rent,920,Appartment,FlatStudio,29033,1000,,Normal,,31.0,,0.0,1.0,False,,,True,,Brussels,,,,
vbe33992,4.3515499,50.8427501,Rent,1230,Appartment,Flat,40044,1000,,,,55.0,,1.0,,False,,35.0,True,From 01/08/2026,Brussels,,,,
vbe34061,4.3402184,50.8301436,Rent,3700,Appartment,Penthouse,33267,1060,,Normal,,180.0,,3.0,1.0,True,,50.0,,From 31/07/2026,Brussels,,,,
vbe34028,4.3957496,50.850143,Rent,3500,House,House,43157,1030,,Fully renovated,,204.0,,5.0,2.0,False,,,False,Immediately,Brussels,Avenue Eugène Plasky,70.0,,
vbe33982,4.3766927,50.8235717,Rent,1050,Appartment,Flat,38513,1050,1935.0,Normal,,55.0,,1.0,,True,,,False,From 01/09/2026,Brussels,,,,
vbe33981,4.3914731,50.8192045,Rent,1390,Appartment,Flat,38513,1050,,,,90.0,,2.0,1.0,False,,,False,From 01/09/2026,Brussels,Avenue de la Couronne,321.0,,
rwc42771,4.401574,50.8495463,Rent,6787,Appartment,Flat,48967,1030,,Excellent,,100.0,,3.0,2.0,True,,,,From 13/06/2026,Brussels,Boulevard Auguste Reyers,137.0,,
vwd17802,4.4097522,50.8183831,Rent,1700,Appartment,Flat,0,1160,1972.0,Fully renovated,,92.0,,2.0,1.0,,,8.0,,,Brussels,Boulevard des Invalides,188.0,,
vbe33960,4.3432713,50.8651028,Rent,1695,Appartment,Flat,46605,1000,2024.0,New,,125.0,,3.0,2.0,True,,5.0,False,,Brussels,Drève du Parc,26.0,,
rbw19064,4.4057296,50.8349827,Rent,2600,Appartment,Duplex,49236,1040,,Excellent,,169.0,150.0,3.0,2.0,False,,,False,,Brussels,Boulevard Saint-Michel,41.0,1.0,
vbe34045,4.3644496,50.8483286,Rent,1150,Appartment,Flat,43099,1000,,Normal,,75.0,,1.0,1.0,False,,,False,,Brussels,Rue de l'Enseignement,33.0,,
vbe33959,4.3432713,50.8651028,Rent,1695,Appartment,Flat,46605,1080,2024.0,New,,125.0,,3.0,2.0,True,,5.0,False,,Brussels,Drève du Parc,26.0,,
vbe33999,4.3766927,50.8235717,Rent,1600,Appartment,Flat,40044,1050,1985.0,,,70.0,,1.0,1.0,False,,,False,,Brussels,,,,
vbe34055,4.397362,50.84505885,Rent,950,Appartment,Flat,43710,1030,,Normal,,65.0,,1.0,1.0,False,,,False,Immediately,Brussels,Rue Victor Lefèvre,41.0,1.0,
rwc42777,4.3751308,50.8696977,Rent,2186,Appartment,Flat,48967,1030,,Excellent,,40.0,,1.0,1.0,True,,,True,From 04/07/2026,Brussels,Avenue Maréchal Foch,60.0,,
vbe34228,4.3766927,50.8235717,Rent,3300,Appartment,Flat,39602,1050,,,,250.0,,3.0,3.0,,,50.0,,,Brussels,,,,
vbe34084,4.388949,50.832177,Rent,1040,Appartment,Flat,46605,1040,1920.0,Normal,,77.0,22992.0,2.0,1.0,False,,2.0,False,,Brussels,,,,
rwc42778,4.3435399,50.8760852,Rent,1600,Appartment,Duplex,0,1020,,Fully renovated,,120.0,,2.0,2.0,,,,,,Brussels,Louis Wittouckstraat Laken,,,
vbe34225,4.3672239,50.8227567,Rent,925,Appartment,FlatStudio,38398,1000,1976.0,Normal,,33.0,4795.0,0.0,1.0,True,,,True,,Brussels,Chaussee de Vleurgat,154.0,,
vbe34059,4.423892,50.842365,Rent,1350,Appartment,Flat,33267,1200,2019.0,Excellent,,65.0,,1.0,,True,,5.0,,From 31/08/2026,Brussels,,,,
vbe33811,4.3766927,50.8235717,Rent,895,Appartment,Flat,38128,1050,,,,47.0,,,1.0,,,1.0,,From 05/06/2026,Brussels,,,,
vbe33863,4.40875,50.82894,Rent,1400,Appartment,Flat,33267,1150,1949.0,Normal,,95.0,,2.0,1.0,True,,,,Immediately,Brussels,AVENUE DES VOLONTAIRES,235.0,,
rbw18508,4.308187,50.8365808,Rent,1275,Appartment,Flat,40123,1070,2020.0,New,,80.0,,2.0,1.0,True,,11.0,False,Immediately,Brussels,,,1.0,
vbe33864,4.41761,50.84424,Rent,3000,House,House,33267,1200,1930.0,New,,165.0,,6.0,3.0,,,,,Immediately,Brussels,AVENUE DU ROI CHEVALIER,45.0,,
vbe33930,4.4408888,50.8515792,Rent,930,Appartment,FlatStudio,27466,1200,2026.0,New,,38.0,4246.0,0.0,1.0,True,,,False,Immediately,Brussels,Rue Neerveld,101.0,,
vbe33860,4.39515,50.80075,Rent,2950,Appartment,Flat,43065,1000,,New,,140.0,,3.0,2.0,True,,,True,Immediately,Brussels,AVENUE DE L'URUGUAY,22.0,,
vbe33889,4.4422023,50.8528019,Rent,1080,Appartment,Flat,46472,1200,,,,,,1.0,,,,,True,From 14/07/2026,Brussels,Rue Neerveld Sint-Lambrechts-Woluwe,,,
vbe33859,4.39515,50.80075,Rent,2950,Appartment,Flat,43065,1000,,New,,140.0,,3.0,2.0,True,,,True,Immediately,Brussels,AVENUE DE L'URUGUAY,22.0,,
vbe33903,4.3541955,50.8307315,Rent,1550,Appartment,Flat,46472,1060,,,,,,,,,,,True,From 18/07/2026,Brussels,Rue de la Source Sint-Gillis,,,False
vbe33907,4.3515661,50.8272402,Rent,1800,House,House,46472,1060,,,130.0,,,,,,,,True,From 03/07/2026,Brussels,Rue du Mont-Blanc Sint-Gillis,,,False
vbe33855,4.3557,50.83514,Rent,3300,Appartment,Flat,43065,1050,,Excellent,,135.0,,3.0,2.0,True,,,True,From 31/07/2026,Brussels,AVENUE LOUISE Elsene,,,
vbe33820,4.3476022,50.8081758,Rent,2200,Appartment,Flat,40380,1180,,,,,,3.0,2.0,True,,,,,Brussels,Avenue Bourgmestre Jean Herinckx,14.0,,
vbe33945,4.4013047,50.8764619,Rent,900,Appartment,Flat,33417,1140,,Normal,,80.0,,1.0,1.0,False,,6.0,False,Immediately,Brussels,Rue Lodewijk Van Boeckel,47.0,,
vwd17782,4.3541501,50.8331252,Rent,1100,Appartment,Flat,0,1060,,Fully renovated,,40.0,,1.0,1.0,,,20.0,,Immediately,Brussels,Rue de Suisse,4.0,,
vbe33919,4.4119861,50.8225482,Rent,1350,Appartment,Flat,40963,1150,1977.0,Normal,,110.0,,,,True,,6.0,,,Brussels,Avenue du Chant d'Oiseau,124.0,1.0,
vbe33956,4.3928653,50.8092922,Rent,1275,Appartment,Flat,44165,1050,1974.0,Fully renovated,,82.0,,2.0,1.0,True,,,False,Immediately,Brussels,Square de Boondael,1.0,,
vbe33947,4.3850119,50.8143796,Rent,1500,Appartment,Flat,48204,1050,2025.0,Excellent,,65.0,,1.0,1.0,True,,,False,Immediately,Brussels,Avenue Armand Huysmans,25.0,,
vbe33774,4.3766927,50.8235717,Rent,2300,Appartment,Duplex,37194,1050,1926.0,Excellent,,128.0,,2.0,2.0,False,,15.0,False,,Brussels,,,,
vbe33943,4.3862046,50.8449174,Rent,1800,Appartment,Flat,47446,1000,,Excellent,,83.0,,2.0,2.0,True,,,True,,Brussels,Avenue Michel-Ange,54.0,,
vbe33747,4.423892,50.842365,Rent,1450,Appartment,Flat,43157,1200,,Excellent,,75.0,21460.0,1.0,1.0,False,,,True,Immediately,Brussels,,,,
vbe33762,4.3766927,50.8235717,Rent,1750,Appartment,GroundFloor,39905,1050,1930.0,Excellent,,92.0,31587.0,1.0,1.0,False,30.0,11.0,True,Immediately,Brussels,,,,
vbe33716,4.345665,50.8439478,Rent,975,Appartment,Flat,46605,1000,,Normal,,89.0,23939.0,2.0,1.0,True,,3.0,False,,Brussels,Rue Philippe de Champagne,3.0,,
vbe33703,4.3522317,50.8482172,Rent,725,Appartment,Loft,28997,1000,1890.0,Normal,,57.0,15979.0,1.0,1.0,False,,,False,Immediately,Brussels,Rue du Marché aux Herbes,14.0,,
vbe33676,4.3728279,50.8369218,Rent,1750,Appartment,Flat,40226,1050,,Excellent,,95.0,,2.0,2.0,True,,,True,,Brussels,Godecharlestraat,10.0,,
vbe33717,4.3458071,50.8438742,Rent,1190,Appartment,Flat,46605,1000,,Excellent,,94.0,,2.0,1.0,True,,,False,,Brussels,Rue Philippe de Champagne,5.0,,
vbe33671,4.34811,50.87551,Rent,1450,Appartment,Flat,40044,1020,,,,92.0,,2.0,1.0,True,60.0,8.0,False,From 12/06/2026,Brussels,,,,
vbe33751,4.3713675,50.7955571,Rent,1500,Appartment,Flat,46269,1180,2008.0,Normal,,115.0,,3.0,2.0,True,,5.0,False,,Brussels,Avenue de Beloeil,2.0,,
vbe33746,4.4587036,50.8295032,Rent,1700,Appartment,Flat,43157,1150,2007.0,Excellent,,115.0,11363.0,2.0,1.0,True,,10.0,False,,Brussels,Dreve des Shetlands,2.0,1.0,
vbe33761,4.3402184,50.8301436,Rent,1750,Appartment,GroundFloor,39905,1060,1930.0,Excellent,,92.0,31587.0,1.0,1.0,False,30.0,11.0,True,Immediately,Brussels,,,,
rwc42764,4.3615369,50.8314219,Rent,580,Appartment,FlatStudio,49326,1050,,,,300.0,,9.0,7.0,,,,True,Immediately,Brussels,Jean d'Ardenne,72.0,,
rwc42761,4.3615369,50.8314219,Rent,630,House,House,49326,1050,,,,300.0,,9.0,,,,,True,Immediately,Brussels,Jean d'Ardenne,72.0,,
vbe33669,4.3515499,50.8427501,Rent,1400,Appartment,Flat,40044,1000,,,,68.0,,1.0,1.0,False,,,True,From 01/08/2026,Brussels,,,,
vbe33693,4.4594705,50.8341119,Rent,5800,House,Villa,27466,1150,2017.0,Excellent,1050.0,370.0,38834.0,5.0,4.0,False,400.0,25.0,False,,Brussels,Avenue des Mille Mètres,26.0,1.0,
rwc42763,4.3615369,50.8314219,Rent,670,House,House,49326,1050,,,,300.0,,9.0,,,,,True,Negotiable,Brussels,Jean d'Ardenne,72.0,,
vbe33704,4.3515727,50.8391231,Rent,850,Appartment,Duplex,28997,1000,1930.0,Excellent,,40.0,12636.0,1.0,1.0,False,,10.0,,,Brussels,Rue Christine,15.0,,
vbe33742,4.42048,50.849602,Rent,2000,Appartment,Penthouse,27612,1200,2005.0,Excellent,,134.0,20914.0,3.0,2.0,True,,46.0,False,,Brussels,Chaussée de Roodebeek,359.0,,
vbe33672,4.3704657,50.8537715,Rent,1275,Appartment,Flat,40044,1210,2012.0,,,89.0,,2.0,1.0,True,,,False,From 11/08/2026,Brussels,,,,
vbe33745,4.4316487,50.8512353,Rent,1650,Appartment,Flat,43157,1200,2008.0,Excellent,,85.0,,2.0,2.0,True,,12.0,False,,Brussels,Avenue de la Nielle,33.0,,
vbe33666,4.37727,50.86744,Rent,1190,Appartment,Flat,40044,1030,2017.0,,,64.0,,1.0,,True,,,False,From 16/07/2026,Brussels,,,,
vbe33536,4.3277475,50.8186518,Rent,1000,Appartment,Flat,40081,1190,,Normal,,61.0,,1.0,1.0,True,,3.0,,Immediately,Brussels,Rue Béranger,10.0,,
vbe33504,4.42857,50.83682,Rent,2900,House,House,33267,1150,,Excellent,103.0,170.0,,4.0,2.0,,15.0,15.0,,From 31/07/2026,Brussels,AVENUE CHARLES THIELEMANS,64.0,,
vbe33543,4.368031,50.8373905,Rent,2200,Appartment,Duplex,37194,1050,,New,,,,2.0,1.0,False,,,True,Immediately,Brussels,Rue Major René Dubreucq,36.0,,
vbe33625,4.3766927,50.8235717,Rent,2950,Appartment,Flat,27209,1050,1991.0,Excellent,,170.0,19370.0,3.0,2.0,True,,,False,Immediately,Brussels,,,1.0,
vbe33601,4.3766927,50.8235717,Rent,3850,House,MasterHouse,39905,1050,1910.0,Excellent,155.0,345.0,86360.0,5.0,3.0,False,70.0,18.0,False,,Brussels,,,1.0,
vbe33642,4.3696224,50.8942012,Rent,1200,Appartment,Flat,27760,1120,,Fully renovated,,82.0,17237.0,2.0,1.0,False,,2.0,False,Immediately,Brussels,Avenue des Pagodes,185.0,,
vbe33501,4.37727,50.86744,Rent,1350,Appartment,Flat,33267,1030,2012.0,Normal,,91.0,,2.0,,True,,,,From 31/05/2026,Brussels,,,,True
vbe33503,4.34141,50.79745,Rent,2850,House,House,33267,1180,,Normal,,208.0,,4.0,1.0,,,,,From 16/08/2026,Brussels,RUE HENRI VAN ZUYLEN,88.0,1.0,
vbe33562,4.4022418,50.8346168,Rent,3650,House,MasterHouse,45996,1040,1930.0,Excellent,120.0,332.0,86855.0,4.0,3.0,False,,25.0,False,,Brussels,avenue Charles Legrelle,3.0,,
vbe33641,4.4247647,50.843822,Rent,1450,Appartment,Flat,43157,1200,1953.0,Fully renovated,,115.0,378.0,2.0,1.0,True,,,,Immediately,Brussels,Avenue Paul Hymans,19.0,1.0,
vbe33500,4.414715,50.800919,Rent,2800,House,House,33267,1170,,Normal,250.0,220.0,,5.0,2.0,,100.0,20.0,,From 30/09/2026,Brussels,,,1.0,
vbe33590,4.4625702,50.8235373,Rent,1690,House,House,27612,1150,1950.0,Excellent,220.0,105.0,,2.0,1.0,False,130.0,11.0,False,,Brussels,René Devillersstraat,28.0,,
vbe33653,4.3766927,50.8235717,Rent,3300,Appartment,Flat,39602,1050,,,,250.0,,3.0,3.0,,,50.0,,,Brussels,,,,
vbe33532,4.3894532,50.8652607,Rent,1100,Appartment,Flat,27466,1030,1970.0,Normal,,93.0,60311.0,2.0,1.0,True,,2.0,False,,Brussels,Avenue Gustave Latinis,62.0,,True
vbe33563,4.3333333,50.8,Rent,4800,House,MasterHouse,27209,1180,1945.0,Excellent,260.0,525.0,,5.0,4.0,False,130.0,28.0,False,,Brussels,,,1.0,
vbe33544,4.3515499,50.8427501,Rent,1220,Appartment,FlatStudio,37194,1000,1900.0,Normal,,,,0.0,1.0,False,,,True,,Brussels,,,,
vbe33498,4.3333333,50.8,Rent,1500,Appartment,Flat,33267,1180,2019.0,Excellent,,90.0,,2.0,1.0,True,,8.0,,From 31/05/2026,Brussels,,,,
vbe33649,4.3717977,50.8303785,Rent,815,Appartment,FlatStudio,40389,1050,,Excellent,,45.0,,0.0,1.0,False,,,False,,Brussels,Rue du Couloir,43.0,,
vbe33565,4.3727024,50.7868691,Rent,3100,Appartment,Duplex,40226,1180,,Excellent,,275.0,,5.0,3.0,False,,40.0,False,,Brussels,Avenue Fond'Roy,43.0,,
vbe33552,4.38891661,50.84988495,Rent,1100,Appartment,Flat,27443,1030,,Normal,,85.0,,2.0,1.0,False,,,False,,Brussels,Rue du Noyer,102.0,,
vbe33473,4.3550895,50.8442607,Rent,2050,Appartment,Flat,37194,1000,,Excellent,,98.0,,2.0,1.0,True,,14.0,False,,Brussels,Saint Jean,4.0,,
vbe33453,4.4018712,50.829393,Rent,1150,Appartment,Flat,27466,1040,1970.0,Excellent,,96.0,21267.0,2.0,1.0,True,,,False,,Brussels,Boulevard Louis Schmidt,52.0,,
vbe33470,4.3689859,50.8217364,Rent,1520,Appartment,Flat,38609,1000,,Normal,,105.0,15244.0,2.0,2.0,True,,,False,,Brussels,Avenue Louise,347.0,,
vbe33432,4.3753945,50.8938958,Rent,1250,Appartment,Flat,44244,1120,2016.0,Normal,,77.0,3231.0,2.0,1.0,True,,5.0,,Immediately,Brussels,Avenue du Roi Albert,89.0,,
vwd17774,4.4335077,50.803942,Rent,1500,Appartment,Flat,0,1160,1970.0,Excellent,,85.0,,2.0,1.0,,,28.0,,,Brussels,Jean Van Horenbeeck,258.0,,
vbe33481,4.3480836,50.857828,Rent,1350,Appartment,Flat,44165,1000,1925.0,Normal,,108.0,,2.0,1.0,True,,,True,,Brussels,Boulevard de Dixmude,40.0,,
vbe33434,4.3442081,50.8447286,Rent,1400,Appartment,Flat,27497,1000,,Excellent,,70.0,,2.0,1.0,False,,,True,,Brussels,Rue de Soignies,28.0,,
vbe33433,4.3442081,50.8447286,Rent,1150,Appartment,Flat,27497,1000,,Excellent,,60.0,,2.0,1.0,False,,,True,,Brussels,Rue de Soignies,28.0,,
rbw18020,4.3818112,50.8373056,Rent,1950,Appartment,Flat,49236,1040,1947.0,Excellent,,160.0,201.0,3.0,2.0,False,,,False,,Brussels,Place Jourdan,19.0,,
vbe33455,4.3766927,50.8235717,Rent,2500,House,House,43157,1050,,Excellent,180.0,140.0,24676.0,3.0,2.0,False,60.0,15.0,False,,Brussels,,,,
rwc42757,4.351054,50.8183257,Rent,1098,Appartment,Flat,0,1190,,Normal,,75.0,,1.0,1.0,,25.0,,,,Brussels,Avenue Brugmann,106.0,,
vbe33477,4.3402184,50.8301436,Rent,3700,Appartment,Penthouse,43099,1060,,Normal,,180.0,,3.0,2.0,True,,50.0,False,,Brussels,,,1.0,
vbe33374,4.3333333,50.8,Rent,3150,House,House,39905,1180,1951.0,Excellent,613.0,239.0,62951.0,4.0,3.0,False,100.0,23.0,False,Immediately,Brussels,,,1.0,
rbw17998,4.4422023,50.8528019,Rent,1195,Appartment,Flat,49251,1200,,,,21.0,,,,,,,,,Brussels,Rue Neerveld Sint-Lambrechts-Woluwe,,,False
vbe33354,4.3553853,50.8547016,Rent,1100,Appartment,Flat,46472,1000,,,,,,,,,,,False,From 01/07/2026,Brussels,Rue Saint-Pierre Brussels,,,False
vbe33435,4.3696391,50.8278823,Rent,1650,Appartment,Duplex,27497,1050,,Excellent,,80.0,,2.0,1.0,False,,,True,,Brussels,rue Lesbroussart,31.0,,
vbe33362,4.3915618,50.8633361,Rent,1500,Appartment,Flat,33242,1030,1970.0,Excellent,,116.0,17566.0,3.0,1.0,True,,5.0,False,,Brussels,Avenue Gustave Latinis,114.0,,
vbe33426,4.3956,50.87364,Rent,1300,Appartment,Flat,40956,1140,,Normal,,101.0,,3.0,1.0,False,,6.0,False,From 15/07/2026,Brussels,Rue Willebrord van Perck,74.0,,False
vbe33446,4.425082,50.817175,Rent,1650,Appartment,Flat,38566,1160,1958.0,Excellent,,155.0,23525.0,2.0,1.0,True,,,False,,Brussels,,,1.0,True
vbe33381,4.3686609,50.8420503,Rent,1590,Appartment,Flat,39656,1000,1900.0,Fully renovated,,95.0,53.0,2.0,1.0,False,,,False,Immediately,Brussels,Rue du Commerce,57.0,,
vbe33277,4.3887591,50.8349925,Rent,1250,Appartment,Flat,44746,1040,,,,110.0,,2.0,,,,,,,Brussels,Baron Lambert,37.0,,
vbe33079,4.425082,50.817175,Rent,2600,Appartment,Penthouse,38566,1160,1994.0,Excellent,,244.0,35355.0,4.0,3.0,True,,13.0,False,Immediately,Brussels,,,1.0,True
vbe33159,4.3738632,50.855841,Rent,2250,Appartment,Flat,27214,1210,1903.0,Excellent,,130.0,,3.0,1.0,False,,,True,,Brussels,Rue Potagère,150.0,,
vbe33230,4.3766927,50.8235717,Rent,1750,Appartment,Duplex,39905,1050,1960.0,Excellent,,80.0,16329.0,2.0,1.0,False,,15.0,False,,Brussels,,,,
vbe33341,4.3794515,50.8484678,Rent,1350,Appartment,Flat,46472,1000,,,,,,,,,,,True,From 15/06/2026,Brussels,Rue des Eburons Brussels,,,False
vbe33073,4.352368,50.8405209,Rent,2800,House,House,38398,1000,,Fully renovated,,195.0,72714.0,4.0,2.0,False,,15.0,False,,Brussels,Rue des Chandeliers,18.0,,
vbe33158,4.3738632,50.855841,Rent,2250,Appartment,Flat,27214,1000,1903.0,Excellent,,130.0,,3.0,1.0,False,,,True,,Brussels,Rue Potagère,150.0,,
vbe33217,4.4105901,50.8413199,Rent,1750,Appartment,Flat,43157,1200,2023.0,New,,103.0,,2.0,1.0,False,,3.0,False,,Brussels,Avenue du Castel,64.0,,
vbe33074,4.3558039,50.8347235,Rent,1600,Appartment,Flat,38398,1060,,Normal,,88.0,16.0,2.0,1.0,True,,,True,Immediately,Brussels,Rue Jourdan,2.0,,
vbe33086,4.3766927,50.8235717,Rent,2300,Appartment,Flat,43157,1050,1990.0,Normal,,100.0,25946.0,3.0,2.0,True,,,True,,Brussels,,,,
vbe33210,4.36996222,50.82631797,Rent,1300,Appartment,Flat,38513,1050,1950.0,Normal,,73.0,,1.0,1.0,True,,8.0,False,Immediately,Brussels,Chaussée de Vleurgat,51.0,1.0,
vbe33099,4.32318,50.868833,Rent,895,Appartment,Flat,27484,1090,,Normal,,47.0,10695.0,1.0,1.0,False,,,True,,Brussels,Avenue de la Constitution,98.0,,
vbe33181,4.3722797,50.8468487,Rent,1850,Appartment,Flat,40457,1000,,Normal,,100.0,12009.0,2.0,2.0,False,,,False,,Brussels,Rue Marie-Thérèse,27.0,,
vbe33082,4.4366104,50.8163669,Rent,1550,Appartment,Triplex,27466,1160,2019.0,New,,95.0,3902.0,2.0,2.0,False,,,False,,Brussels,Avenue Walckiers,95.0,,
vbe33075,4.3558039,50.8347235,Rent,1600,Appartment,Flat,38398,1060,,Normal,,88.0,16.0,2.0,1.0,True,,,False,Immediately,Brussels,Rue Jourdan,2.0,,
vbe33219,4.3606821,50.8228495,Rent,1290,Appartment,Flat,43157,1050,,Normal,,48.0,9335.0,1.0,1.0,False,,,True,,Brussels,Rue Américaine,124.0,,
vbe33212,4.398622,50.8528557,Rent,1950,Appartment,Flat,38398,1030,,Excellent,,114.0,14322.0,2.0,1.0,True,,,True,,Brussels,Avenue de l'Emeraude,60.0,,
vbe33229,4.3333333,50.8,Rent,2500,Appartment,Flat,39905,1180,1960.0,Excellent,,101.0,13951.0,2.0,2.0,True,,,True,,Brussels,,,,
vbe33084,4.3981716,50.8165562,Rent,995,Appartment,FlatStudio,43157,1160,2022.0,Excellent,,49.0,,0.0,1.0,True,,8.0,True,,Brussels,Boulevard du Triomphe,211.0,,
vbe33085,4.3630901,50.8325302,Rent,1250,Appartment,Flat,43157,1050,1990.0,Normal,,45.0,6711.0,1.0,1.0,True,,,True,,Brussels,Rue Jean d'Ardenne,16.0,,
